"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Litchfield County","09005","2010-2014","Black or African American Alone","Number","Margins of Error",5256
"Litchfield County","09005","2010-2014","Hispanic or Latino","Number","Per Capita Income",18761
"Litchfield County","09005","2010-2014","Hispanic or Latino","Number","Margins of Error",2730
"Litchfield County","09005","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Litchfield County","09005","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Litchfield County","09005","2010-2014","Some Other Race Alone","Number","Per Capita Income",16766
"Litchfield County","09005","2010-2014","Some Other Race Alone","Number","Margins of Error",3139
"Litchfield County","09005","2010-2014","Two or More Races","Number","Per Capita Income",20839
"Litchfield County","09005","2010-2014","Two or More Races","Number","Margins of Error",6224
"Litchfield County","09005","2010-2014","White Alone","Number","Per Capita Income",38715
"Litchfield County","09005","2010-2014","White Alone","Number","Margins of Error",807
"Litchfield County","09005","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",39339
"Litchfield County","09005","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",818
"Litchfield County","09005","2011-2015","All","Number","Per Capita Income",38530
"Litchfield County","09005","2011-2015","All","Number","Margins of Error",935
"Litchfield County","09005","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",19733
"Litchfield County","09005","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",12664
"Litchfield County","09005","2011-2015","Asian Alone","Number","Per Capita Income",28428
"Litchfield County","09005","2011-2015","Asian Alone","Number","Margins of Error",3622
"Litchfield County","09005","2011-2015","Black or African American Alone","Number","Per Capita Income",25007
"Litchfield County","09005","2011-2015","Black or African American Alone","Number","Margins of Error",5044
"Litchfield County","09005","2011-2015","Hispanic or Latino","Number","Per Capita Income",18969
"Litchfield County","09005","2011-2015","Hispanic or Latino","Number","Margins of Error",2141
"Litchfield County","09005","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Litchfield County","09005","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Litchfield County","09005","2011-2015","Some Other Race Alone","Number","Per Capita Income",18081
"Litchfield County","09005","2011-2015","Some Other Race Alone","Number","Margins of Error",3082
"Litchfield County","09005","2011-2015","Two or More Races","Number","Per Capita Income",16681
"Litchfield County","09005","2011-2015","Two or More Races","Number","Margins of Error",4008
"Litchfield County","09005","2011-2015","White Alone","Number","Per Capita Income",39657
"Litchfield County","09005","2011-2015","White Alone","Number","Margins of Error",1008
"Litchfield County","09005","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",40360
"Litchfield County","09005","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",1044
"Litchfield County","09005","2012-2016","All","Number","Per Capita Income",38859
"Litchfield County","09005","2012-2016","All","Number","Margins of Error",840
"Litchfield County","09005","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",26325
"Litchfield County","09005","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",18238
"Litchfield County","09005","2012-2016","Asian Alone","Number","Per Capita Income",29041
"Litchfield County","09005","2012-2016","Asian Alone","Number","Margins of Error",3978
"Litchfield County","09005","2012-2016","Black or African American Alone","Number","Per Capita Income",23749
"Litchfield County","09005","2012-2016","Black or African American Alone","Number","Margins of Error",4000
"Litchfield County","09005","2012-2016","Hispanic or Latino","Number","Per Capita Income",20437
"Litchfield County","09005","2012-2016","Hispanic or Latino","Number","Margins of Error",2468
"Litchfield County","09005","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Litchfield County","09005","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Litchfield County","09005","2012-2016","Some Other Race Alone","Number","Per Capita Income",16270
"Litchfield County","09005","2012-2016","Some Other Race Alone","Number","Margins of Error",2669
"Litchfield County","09005","2012-2016","Two or More Races","Number","Per Capita Income",20710
"Litchfield County","09005","2012-2016","Two or More Races","Number","Margins of Error",5345
"Litchfield County","09005","2012-2016","White Alone","Number","Per Capita Income",40006
"Litchfield County","09005","2012-2016","White Alone","Number","Margins of Error",888
"Litchfield County","09005","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",40615
"Litchfield County","09005","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",928
"Litchfield County","09005","2013-2017","All","Number","Per Capita Income",40619
"Litchfield County","09005","2013-2017","All","Number","Margins of Error",902
"Litchfield County","09005","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",32583
"Litchfield County","09005","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",28886
"Litchfield County","09005","2013-2017","Asian Alone","Number","Per Capita Income",31689
"Litchfield County","09005","2013-2017","Asian Alone","Number","Margins of Error",4304
"Litchfield County","09005","2013-2017","Black or African American Alone","Number","Per Capita Income",24914
"Litchfield County","09005","2013-2017","Black or African American Alone","Number","Margins of Error",3239
"Litchfield County","09005","2013-2017","Hispanic or Latino","Number","Per Capita Income",21282
"Litchfield County","09005","2013-2017","Hispanic or Latino","Number","Margins of Error",2280
"Litchfield County","09005","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Litchfield County","09005","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Litchfield County","09005","2013-2017","Some Other Race Alone","Number","Per Capita Income",16844
"Litchfield County","09005","2013-2017","Some Other Race Alone","Number","Margins of Error",2456
"Litchfield County","09005","2013-2017","Two or More Races","Number","Per Capita Income",19631
"Litchfield County","09005","2013-2017","Two or More Races","Number","Margins of Error",4178
"Litchfield County","09005","2013-2017","White Alone","Number","Per Capita Income",41845
"Litchfield County","09005","2013-2017","White Alone","Number","Margins of Error",971
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",42513
"Litchfield County","09005","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",983
"Litchfield County","09005","2014-2018","All","Number","Per Capita Income",42443
"Litchfield County","09005","2014-2018","All","Number","Margins of Error",806
"Litchfield County","09005","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",32346
"Litchfield County","09005","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",20515
"Litchfield County","09005","2014-2018","Asian Alone","Number","Per Capita Income",34326
"Litchfield County","09005","2014-2018","Asian Alone","Number","Margins of Error",4853
"Litchfield County","09005","2014-2018","Black or African American Alone","Number","Per Capita Income",26839
"Litchfield County","09005","2014-2018","Black or African American Alone","Number","Margins of Error",3572
"Litchfield County","09005","2014-2018","Hispanic or Latino","Number","Per Capita Income",23007
"Litchfield County","09005","2014-2018","Hispanic or Latino","Number","Margins of Error",2221
"Litchfield County","09005","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Litchfield County","09005","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Litchfield County","09005","2014-2018","Some Other Race Alone","Number","Per Capita Income",20397
"Litchfield County","09005","2014-2018","Some Other Race Alone","Number","Margins of Error",3127
"Litchfield County","09005","2014-2018","Two or More Races","Number","Per Capita Income",20574
"Litchfield County","09005","2014-2018","Two or More Races","Number","Margins of Error",3824
"Litchfield County","09005","2014-2018","White Alone","Number","Per Capita Income",43680
"Litchfield County","09005","2014-2018","White Alone","Number","Margins of Error",875
"Litchfield County","09005","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",44443
"Litchfield County","09005","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",933
"Middlesex County","09007","2005-2009","All","Number","Per Capita Income",37251
"Middlesex County","09007","2005-2009","All","Number","Margins of Error",770
"Middlesex County","09007","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",20117
"Middlesex County","09007","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",5726
"Middlesex County","09007","2005-2009","Asian Alone","Number","Per Capita Income",35684
"Middlesex County","09007","2005-2009","Asian Alone","Number","Margins of Error",4799
"Middlesex County","09007","2005-2009","Black or African American Alone","Number","Per Capita Income",24591
"Middlesex County","09007","2005-2009","Black or African American Alone","Number","Margins of Error",2421
"Middlesex County","09007","2005-2009","Hispanic or Latino","Number","Per Capita Income",29523
"Middlesex County","09007","2005-2009","Hispanic or Latino","Number","Margins of Error",5074
"Middlesex County","09007","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2005-2009","Some Other Race Alone","Number","Per Capita Income",20061
"Middlesex County","09007","2005-2009","Some Other Race Alone","Number","Margins of Error",4485
"Middlesex County","09007","2005-2009","Two or More Races","Number","Per Capita Income",18296
"Middlesex County","09007","2005-2009","Two or More Races","Number","Margins of Error",5469
"Middlesex County","09007","2005-2009","White Alone","Number","Per Capita Income",38566
"Middlesex County","09007","2005-2009","White Alone","Number","Margins of Error",866
"Middlesex County","09007","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",38750
"Middlesex County","09007","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",845
"Middlesex County","09007","2006-2010","All","Number","Per Capita Income",37519
"Middlesex County","09007","2006-2010","All","Number","Margins of Error",834
"Middlesex County","09007","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",25753
"Middlesex County","09007","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",8508
"Middlesex County","09007","2006-2010","Asian Alone","Number","Per Capita Income",32670
"Middlesex County","09007","2006-2010","Asian Alone","Number","Margins of Error",4993
"Middlesex County","09007","2006-2010","Black or African American Alone","Number","Per Capita Income",24093
"Middlesex County","09007","2006-2010","Black or African American Alone","Number","Margins of Error",2080
"Middlesex County","09007","2006-2010","Hispanic or Latino","Number","Per Capita Income",25696
"Middlesex County","09007","2006-2010","Hispanic or Latino","Number","Margins of Error",4430
"Middlesex County","09007","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2006-2010","Some Other Race Alone","Number","Per Capita Income",20905
"Middlesex County","09007","2006-2010","Some Other Race Alone","Number","Margins of Error",3578
"Middlesex County","09007","2006-2010","Two or More Races","Number","Per Capita Income",20235
"Middlesex County","09007","2006-2010","Two or More Races","Number","Margins of Error",5544
"Middlesex County","09007","2006-2010","White Alone","Number","Per Capita Income",38990
"Middlesex County","09007","2006-2010","White Alone","Number","Margins of Error",932
"Middlesex County","09007","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",39366
"Middlesex County","09007","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",904
"Middlesex County","09007","2007-2011","All","Number","Per Capita Income",39347
"Middlesex County","09007","2007-2011","All","Number","Margins of Error",889
"Middlesex County","09007","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",27127
"Middlesex County","09007","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",10038
"Middlesex County","09007","2007-2011","Asian Alone","Number","Per Capita Income",29682
"Middlesex County","09007","2007-2011","Asian Alone","Number","Margins of Error",4187
"Middlesex County","09007","2007-2011","Black or African American Alone","Number","Per Capita Income",25138
"Middlesex County","09007","2007-2011","Black or African American Alone","Number","Margins of Error",2324
"Middlesex County","09007","2007-2011","Hispanic or Latino","Number","Per Capita Income",24779
"Middlesex County","09007","2007-2011","Hispanic or Latino","Number","Margins of Error",3768
"Middlesex County","09007","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2007-2011","Some Other Race Alone","Number","Per Capita Income",24708
"Middlesex County","09007","2007-2011","Some Other Race Alone","Number","Margins of Error",5387
"Middlesex County","09007","2007-2011","Two or More Races","Number","Per Capita Income",17635
"Middlesex County","09007","2007-2011","Two or More Races","Number","Margins of Error",4543
"Middlesex County","09007","2007-2011","White Alone","Number","Per Capita Income",41107
"Middlesex County","09007","2007-2011","White Alone","Number","Margins of Error",1011
"Middlesex County","09007","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",41633
"Middlesex County","09007","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",1015
"Middlesex County","09007","2008-2012","All","Number","Per Capita Income",39776
"Middlesex County","09007","2008-2012","All","Number","Margins of Error",980
"Middlesex County","09007","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",22491
"Middlesex County","09007","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",7780
"Middlesex County","09007","2008-2012","Asian Alone","Number","Per Capita Income",28904
"Middlesex County","09007","2008-2012","Asian Alone","Number","Margins of Error",4233
"Middlesex County","09007","2008-2012","Black or African American Alone","Number","Per Capita Income",26431
"Middlesex County","09007","2008-2012","Black or African American Alone","Number","Margins of Error",3614
"Middlesex County","09007","2008-2012","Hispanic or Latino","Number","Per Capita Income",22843
"Middlesex County","09007","2008-2012","Hispanic or Latino","Number","Margins of Error",4646
"Middlesex County","09007","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",6985
"Middlesex County","09007","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",1860
"Middlesex County","09007","2008-2012","Some Other Race Alone","Number","Per Capita Income",23322
"Middlesex County","09007","2008-2012","Some Other Race Alone","Number","Margins of Error",3748
"Middlesex County","09007","2008-2012","Two or More Races","Number","Per Capita Income",16945
"Middlesex County","09007","2008-2012","Two or More Races","Number","Margins of Error",4927
"Middlesex County","09007","2008-2012","White Alone","Number","Per Capita Income",41583
"Middlesex County","09007","2008-2012","White Alone","Number","Margins of Error",1042
"Middlesex County","09007","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",42216
"Middlesex County","09007","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",1027
"Middlesex County","09007","2009-2013","All","Number","Per Capita Income",39992
"Middlesex County","09007","2009-2013","All","Number","Margins of Error",918
"Middlesex County","09007","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",37514
"Middlesex County","09007","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",13593
"Middlesex County","09007","2009-2013","Asian Alone","Number","Per Capita Income",31086
"Middlesex County","09007","2009-2013","Asian Alone","Number","Margins of Error",4410
"Middlesex County","09007","2009-2013","Black or African American Alone","Number","Per Capita Income",27091
"Middlesex County","09007","2009-2013","Black or African American Alone","Number","Margins of Error",3434
"Middlesex County","09007","2009-2013","Hispanic or Latino","Number","Per Capita Income",21364
"Middlesex County","09007","2009-2013","Hispanic or Latino","Number","Margins of Error",2673
"Middlesex County","09007","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",6615
"Middlesex County","09007","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",2122
"Middlesex County","09007","2009-2013","Some Other Race Alone","Number","Per Capita Income",22402
"Middlesex County","09007","2009-2013","Some Other Race Alone","Number","Margins of Error",4242
"Middlesex County","09007","2009-2013","Two or More Races","Number","Per Capita Income",17959
"Middlesex County","09007","2009-2013","Two or More Races","Number","Margins of Error",3874
"Middlesex County","09007","2009-2013","White Alone","Number","Per Capita Income",41764
"Middlesex County","09007","2009-2013","White Alone","Number","Margins of Error",1047
"Middlesex County","09007","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",42499
"Middlesex County","09007","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",1063
"Middlesex County","09007","2010-2014","All","Number","Per Capita Income",40589
"Middlesex County","09007","2010-2014","All","Number","Margins of Error",850
"Middlesex County","09007","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",29834
"Middlesex County","09007","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",12358
"Middlesex County","09007","2010-2014","Asian Alone","Number","Per Capita Income",33433
"Middlesex County","09007","2010-2014","Asian Alone","Number","Margins of Error",5517
"Middlesex County","09007","2010-2014","Black or African American Alone","Number","Per Capita Income",27363
"Middlesex County","09007","2010-2014","Black or African American Alone","Number","Margins of Error",4305
"Middlesex County","09007","2010-2014","Hispanic or Latino","Number","Per Capita Income",23829
"Middlesex County","09007","2010-2014","Hispanic or Latino","Number","Margins of Error",2645
"Middlesex County","09007","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",6939
"Middlesex County","09007","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",2216
"Middlesex County","09007","2010-2014","Some Other Race Alone","Number","Per Capita Income",22086
"Middlesex County","09007","2010-2014","Some Other Race Alone","Number","Margins of Error",5946
"Middlesex County","09007","2010-2014","Two or More Races","Number","Per Capita Income",21261
"Middlesex County","09007","2010-2014","Two or More Races","Number","Margins of Error",4440
"Middlesex County","09007","2010-2014","White Alone","Number","Per Capita Income",42243
"Middlesex County","09007","2010-2014","White Alone","Number","Margins of Error",944
"Middlesex County","09007","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",42932
"Middlesex County","09007","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",956
"Middlesex County","09007","2011-2015","All","Number","Per Capita Income",41277
"Middlesex County","09007","2011-2015","All","Number","Margins of Error",990
"Middlesex County","09007","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",36172
"Middlesex County","09007","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",16627
"Middlesex County","09007","2011-2015","Asian Alone","Number","Per Capita Income",35543
"Middlesex County","09007","2011-2015","Asian Alone","Number","Margins of Error",5381
"Middlesex County","09007","2011-2015","Black or African American Alone","Number","Per Capita Income",25370
"Middlesex County","09007","2011-2015","Black or African American Alone","Number","Margins of Error",3664
"Middlesex County","09007","2011-2015","Hispanic or Latino","Number","Per Capita Income",23352
"Middlesex County","09007","2011-2015","Hispanic or Latino","Number","Margins of Error",2388
"Middlesex County","09007","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2011-2015","Some Other Race Alone","Number","Per Capita Income",19474
"Middlesex County","09007","2011-2015","Some Other Race Alone","Number","Margins of Error",5329
"Middlesex County","09007","2011-2015","Two or More Races","Number","Per Capita Income",20541
"Middlesex County","09007","2011-2015","Two or More Races","Number","Margins of Error",4231
"Middlesex County","09007","2011-2015","White Alone","Number","Per Capita Income",43101
"Middlesex County","09007","2011-2015","White Alone","Number","Margins of Error",1051
"Middlesex County","09007","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",43916
"Middlesex County","09007","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",1102
"Middlesex County","09007","2012-2016","All","Number","Per Capita Income",42573
"Middlesex County","09007","2012-2016","All","Number","Margins of Error",999
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",37536
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",15826
"Middlesex County","09007","2012-2016","Asian Alone","Number","Per Capita Income",37515
"Middlesex County","09007","2012-2016","Asian Alone","Number","Margins of Error",5491
"Middlesex County","09007","2012-2016","Black or African American Alone","Number","Per Capita Income",28275
"Middlesex County","09007","2012-2016","Black or African American Alone","Number","Margins of Error",3596
"Middlesex County","09007","2012-2016","Hispanic or Latino","Number","Per Capita Income",26178
"Middlesex County","09007","2012-2016","Hispanic or Latino","Number","Margins of Error",2458
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2012-2016","Some Other Race Alone","Number","Per Capita Income",22437
"Middlesex County","09007","2012-2016","Some Other Race Alone","Number","Margins of Error",5444
"Middlesex County","09007","2012-2016","Two or More Races","Number","Per Capita Income",16935
"Middlesex County","09007","2012-2016","Two or More Races","Number","Margins of Error",2679
"Middlesex County","09007","2012-2016","White Alone","Number","Per Capita Income",44371
"Middlesex County","09007","2012-2016","White Alone","Number","Margins of Error",1121
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",45122
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",1169
"Middlesex County","09007","2013-2017","All","Number","Per Capita Income",43695
"Middlesex County","09007","2013-2017","All","Number","Margins of Error",975
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",25429
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",12788
"Middlesex County","09007","2013-2017","Asian Alone","Number","Per Capita Income",41109
"Middlesex County","09007","2013-2017","Asian Alone","Number","Margins of Error",5152
"Middlesex County","09007","2013-2017","Black or African American Alone","Number","Per Capita Income",28922
"Middlesex County","09007","2013-2017","Black or African American Alone","Number","Margins of Error",3546
"Middlesex County","09007","2013-2017","Hispanic or Latino","Number","Per Capita Income",29880
"Middlesex County","09007","2013-2017","Hispanic or Latino","Number","Margins of Error",3008
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Some Other Race Alone","Number","Per Capita Income",22487
"Middlesex County","09007","2013-2017","Some Other Race Alone","Number","Margins of Error",5642
"Middlesex County","09007","2013-2017","Two or More Races","Number","Per Capita Income",18343
"Middlesex County","09007","2013-2017","Two or More Races","Number","Margins of Error",4137
"Middlesex County","09007","2013-2017","White Alone","Number","Per Capita Income",45463
"Middlesex County","09007","2013-2017","White Alone","Number","Margins of Error",1056
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",46130
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",1103
"Middlesex County","09007","2014-2018","All","Number","Per Capita Income",45293
"Middlesex County","09007","2014-2018","All","Number","Margins of Error",1010
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",21561
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",9495
"Middlesex County","09007","2014-2018","Asian Alone","Number","Per Capita Income",40452
"Middlesex County","09007","2014-2018","Asian Alone","Number","Margins of Error",4255
"Middlesex County","09007","2014-2018","Black or African American Alone","Number","Per Capita Income",31587
"Middlesex County","09007","2014-2018","Black or African American Alone","Number","Margins of Error",4827
"Middlesex County","09007","2014-2018","Hispanic or Latino","Number","Per Capita Income",29864
"Middlesex County","09007","2014-2018","Hispanic or Latino","Number","Margins of Error",2941
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Middlesex County","09007","2014-2018","Some Other Race Alone","Number","Per Capita Income",22728
"Middlesex County","09007","2014-2018","Some Other Race Alone","Number","Margins of Error",5042
"Middlesex County","09007","2014-2018","Two or More Races","Number","Per Capita Income",21249
"Middlesex County","09007","2014-2018","Two or More Races","Number","Margins of Error",3512
"Middlesex County","09007","2014-2018","White Alone","Number","Per Capita Income",47072
"Middlesex County","09007","2014-2018","White Alone","Number","Margins of Error",1085
"Middlesex County","09007","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",47770
"Middlesex County","09007","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",1085
"New Haven County","09009","2005-2009","All","Number","Per Capita Income",31318
"New Haven County","09009","2005-2009","All","Number","Margins of Error",341
"New Haven County","09009","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",16470
"New Haven County","09009","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",2752
"New Haven County","09009","2005-2009","Asian Alone","Number","Per Capita Income",34407
"New Haven County","09009","2005-2009","Asian Alone","Number","Margins of Error",2458
"New Haven County","09009","2005-2009","Black or African American Alone","Number","Per Capita Income",20487
"New Haven County","09009","2005-2009","Black or African American Alone","Number","Margins of Error",671
"New Haven County","09009","2005-2009","Hispanic or Latino","Number","Per Capita Income",16115
"New Haven County","09009","2005-2009","Hispanic or Latino","Number","Margins of Error",437
"New Haven County","09009","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",19246
"New Haven County","09009","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",6501
"New Haven County","09009","2005-2009","Some Other Race Alone","Number","Per Capita Income",15447
"New Haven County","09009","2005-2009","Some Other Race Alone","Number","Margins of Error",783
"New Haven County","09009","2005-2009","Two or More Races","Number","Per Capita Income",14342
"New Haven County","09009","2005-2009","Two or More Races","Number","Margins of Error",1548
"New Haven County","09009","2005-2009","White Alone","Number","Per Capita Income",34488
"New Haven County","09009","2005-2009","White Alone","Number","Margins of Error",413
"New Haven County","09009","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",36080
"New Haven County","09009","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",446
"New Haven County","09009","2006-2010","All","Number","Per Capita Income",31720
"New Haven County","09009","2006-2010","All","Number","Margins of Error",390
"New Haven County","09009","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",18102
"New Haven County","09009","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",3075
"New Haven County","09009","2006-2010","Asian Alone","Number","Per Capita Income",33821
"New Haven County","09009","2006-2010","Asian Alone","Number","Margins of Error",2257
"New Haven County","09009","2006-2010","Black or African American Alone","Number","Per Capita Income",21034
"New Haven County","09009","2006-2010","Black or African American Alone","Number","Margins of Error",598
"New Haven County","09009","2006-2010","Hispanic or Latino","Number","Per Capita Income",16002
"New Haven County","09009","2006-2010","Hispanic or Latino","Number","Margins of Error",416
"New Haven County","09009","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",22261
"New Haven County","09009","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",8136
"New Haven County","09009","2006-2010","Some Other Race Alone","Number","Per Capita Income",14879
"New Haven County","09009","2006-2010","Some Other Race Alone","Number","Margins of Error",862
"New Haven County","09009","2006-2010","Two or More Races","Number","Per Capita Income",14119
"New Haven County","09009","2006-2010","Two or More Races","Number","Margins of Error",1353
"New Haven County","09009","2006-2010","White Alone","Number","Per Capita Income",35238
"New Haven County","09009","2006-2010","White Alone","Number","Margins of Error",487
"New Haven County","09009","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",37035
"New Haven County","09009","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",511
"New Haven County","09009","2007-2011","All","Number","Per Capita Income",32509
"New Haven County","09009","2007-2011","All","Number","Margins of Error",408
"New Haven County","09009","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",22121
"New Haven County","09009","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",7251
"New Haven County","09009","2007-2011","Asian Alone","Number","Per Capita Income",34789
"New Haven County","09009","2007-2011","Asian Alone","Number","Margins of Error",2242
"New Haven County","09009","2007-2011","Black or African American Alone","Number","Per Capita Income",21896
"New Haven County","09009","2007-2011","Black or African American Alone","Number","Margins of Error",849
"New Haven County","09009","2007-2011","Hispanic or Latino","Number","Per Capita Income",16216
"New Haven County","09009","2007-2011","Hispanic or Latino","Number","Margins of Error",518
"New Haven County","09009","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",19858
"New Haven County","09009","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",7604
"New Haven County","09009","2007-2011","Some Other Race Alone","Number","Per Capita Income",14892
