"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",81
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",0
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1385.64
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",7
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",133.39
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",4.93
"Middlesex County","09007","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",93.89
"Middlesex County","09007","2012-2016","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",298
"Middlesex County","09007","2012-2016","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",181
"Middlesex County","09007","2012-2016","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",7.1
"Middlesex County","09007","2012-2016","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",4.28
"Middlesex County","09007","2012-2016","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",4196
"Middlesex County","09007","2012-2016","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",294
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",29
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",88.49
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",2.94
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",8.95
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",987
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",181.15
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.52
"Middlesex County","09007","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.99
"Middlesex County","09007","2012-2016","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",1648
"Middlesex County","09007","2012-2016","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",438
"Middlesex County","09007","2012-2016","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",21.12
"Middlesex County","09007","2012-2016","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",5.4
"Middlesex County","09007","2012-2016","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",7802
"Middlesex County","09007","2012-2016","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",561
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",581
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",204.73
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",29.99
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",9.22
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1937
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",333.18
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.83
"Middlesex County","09007","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.88
"Middlesex County","09007","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1728
"Middlesex County","09007","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",386
"Middlesex County","09007","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",19.3
"Middlesex County","09007","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",4.31
"Middlesex County","09007","2012-2016","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",8954
"Middlesex County","09007","2012-2016","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",86
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",735
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",188.31
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",25.19
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",5.87
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",2918
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",310.18
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",32.59
"Middlesex County","09007","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",3.45
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",11
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",17
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",100
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",0
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",11
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",17
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Middlesex County","09007","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",1247.01
"Middlesex County","09007","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",196
"Middlesex County","09007","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",100
"Middlesex County","09007","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",13.76
"Middlesex County","09007","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",6.07
"Middlesex County","09007","2012-2016","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1424
"Middlesex County","09007","2012-2016","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",365
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",0
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",28.61
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",339
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",180.23
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.81
"Middlesex County","09007","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",11.09
"Middlesex County","09007","2012-2016","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",389
"Middlesex County","09007","2012-2016","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",130
"Middlesex County","09007","2012-2016","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",11.91
"Middlesex County","09007","2012-2016","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",3.41
"Middlesex County","09007","2012-2016","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",3265
"Middlesex County","09007","2012-2016","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",564
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",110
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",106.01
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",7.11
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",6.7
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1547
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",311.09
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",47.38
"Middlesex County","09007","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",4.88
"Middlesex County","09007","2012-2016","White Alone","Total","Below Poverty Level","Number","Poverty Status",8642
"Middlesex County","09007","2012-2016","White Alone","Total","Below Poverty Level","Number","Margins of Error",931
"Middlesex County","09007","2012-2016","White Alone","Total","Below Poverty Level","Percent","Poverty Status",6.07
"Middlesex County","09007","2012-2016","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.65
"Middlesex County","09007","2012-2016","White Alone","Total","Poverty Status Determined","Number","Poverty Status",142317
"Middlesex County","09007","2012-2016","White Alone","Total","Poverty Status Determined","Number","Margins of Error",658
"Middlesex County","09007","2012-2016","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",1731
"Middlesex County","09007","2012-2016","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",336.31
"Middlesex County","09007","2012-2016","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",6.55
"Middlesex County","09007","2012-2016","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.26
"Middlesex County","09007","2012-2016","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",26436
"Middlesex County","09007","2012-2016","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",765.19
"Middlesex County","09007","2012-2016","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.58
"Middlesex County","09007","2012-2016","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.53
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",7488
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",947
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.52
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.7
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",135537
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",478
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1177
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",294.49
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",4.85
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.2
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",24291
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",731.49
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",17.92
"Middlesex County","09007","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.54
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",11433
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",1099
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",7.2
"Middlesex County","09007","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",0.69
"Middlesex County","09007","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",158851
"Middlesex County","09007","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",424
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",2491
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",407.03
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",8.15
"Middlesex County","09007","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.31
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",30556
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",908.31
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",19.24
"Middlesex County","09007","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.57
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",79
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",110
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",29.92
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",38.09
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",264
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",149
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",35
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.52
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",100
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",478.43
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",35
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",136.84
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",13.26
"Middlesex County","09007","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",51.29
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",294
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",180
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",7.1
"Middlesex County","09007","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",4.33
"Middlesex County","09007","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",4139
"Middlesex County","09007","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",241
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",31
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",88.83
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",3.63
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",10.36
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",855
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",169.34
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",20.66
"Middlesex County","09007","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.91
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",1412
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",349
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",17.76
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",4.3
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",7949
"Middlesex County","09007","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",399
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",509
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",194.13
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",26.86
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",9.06
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1895
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",337.5
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.84
"Middlesex County","09007","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",4.07
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1614
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",512
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",17.35
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",5.5
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",9302
"Middlesex County","09007","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",99
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",682
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",201.23
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",23.04
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",6.27
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",2960
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",338.51
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",31.82
"Middlesex County","09007","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",3.62
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",28
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",28
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",-9999
"Middlesex County","09007","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",-9999
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",167
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",95
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",11.57
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",5.52
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1444
"Middlesex County","09007","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",446
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",0
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",22.35
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",434
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",205.24
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",30.06
"Middlesex County","09007","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",10.76
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",310
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",161
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",9.99
"Middlesex County","09007","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",5.04
"Middlesex County","09007","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",3104
"Middlesex County","09007","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",382
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",112
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",115.81
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",7.4
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",7.53
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1514
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",278.2
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",48.78
"Middlesex County","09007","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",6.66
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",9171
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",1038
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",6.46
"Middlesex County","09007","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.73
"Middlesex County","09007","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",141951
"Middlesex County","09007","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",649
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",1804
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",364.34
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",6.99
"Middlesex County","09007","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.39
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",25823
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",831.06
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.19
"Middlesex County","09007","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.58
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",7970
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",799
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.92
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.59
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",134740
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",456
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1308
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",295.94
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",5.55
